buss_no,officer_no,paidamount,monthpaid,transdate,fiscal_year,receiptno,electroral_area,buss_type,email
2802,1,20,September,2016-09-21 00:00:00.000,2016,2950764,MANKESSIM,GENERAL GOODS,
2802,1,10,December,2016-12-22 00:00:00.000,2016,2956516,MANKESSIM,GENERAL GOODS,
2803,1,40,September,2016-09-28 00:00:00.000,2016,2950777,MANKESSIM,GENERAL GOODS,
2804,1,6,September,2016-09-28 00:00:00.000,2016,2950793,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2805,1,10,October,2016-09-21 00:00:00.000,2016,2953829,MANKESSIM,Tailors,
2805,1,10,September,2016-09-28 00:00:00.000,2016,2950797,MANKESSIM,Tailors,
2805,1,6,December,2016-12-28 00:00:00.000,2016,2956525,MANKESSIM,Tailors,
2806,1,20,October,2016-10-12 00:00:00.000,2016,2953808,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2807,1,5,October,2016-10-12 00:00:00.000,2016,2953817,MANKESSIM,Cement Shops,
2808,1,20,January,2016-01-20 00:00:00.000,2016,320911,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
2809,1,60,February,2016-02-03 00:00:00.000,2016,320930,MANKESSIM,GENERAL GOODS,
2810,1,6,May,2016-02-03 00:00:00.000,2016,327645,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2810,1,10,February,2016-02-03 00:00:00.000,2016,320931,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2810,1,10,October,2016-09-07 00:00:00.000,2016,2955507,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2811,1,10,February,2016-02-03 00:00:00.000,2016,320932,MANKESSIM,GENERAL GOODS,
2811,1,30,August,2016-02-03 00:00:00.000,2016,2950646,MANKESSIM,GENERAL GOODS,
2812,1,5,February,2016-02-03 00:00:00.000,2016,320933,MANKESSIM,GENERAL GOODS,
2813,1,10,September,2016-02-03 00:00:00.000,2016,2953132,MANKESSIM,GENERAL GOODS,
2813,1,15,February,2016-02-03 00:00:00.000,2016,320939,MANKESSIM,GENERAL GOODS,
2813,1,15,August,2016-02-03 00:00:00.000,2016,320974,MANKESSIM,GENERAL GOODS,
2813,1,15,May,2016-02-03 00:00:00.000,2016,327659,MANKESSIM,GENERAL GOODS,
2814,1,5,August,2016-02-03 00:00:00.000,2016,2948493,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2814,1,10,February,2016-02-03 00:00:00.000,2016,320940,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2814,1,10,December,2016-12-16 00:00:00.000,2016,2955591,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2815,1,12,March,2016-02-03 00:00:00.000,2016,320943,MANKESSIM,GENERAL GOODS,
2815,1,20,September,2016-02-03 00:00:00.000,2016,2953110,MANKESSIM,GENERAL GOODS,
2815,1,10,October,2016-09-07 00:00:00.000,2016,2955530,MANKESSIM,GENERAL GOODS,
2815,1,10,November,2016-11-23 00:00:00.000,2016,2955567,MANKESSIM,GENERAL GOODS,
2816,1,20,June,2016-02-03 00:00:00.000,2016,2948413,MANKESSIM,Agrochemicals` Business Small Scale Store,
2816,1,30,March,2016-02-03 00:00:00.000,2016,320944,MANKESSIM,Agrochemicals` Business Small Scale Store,
2816,1,10,September,2016-05-06 00:00:00.000,2016,2953112,MANKESSIM,Agrochemicals` Business Small Scale Store,
2816,1,30,August,2016-05-06 00:00:00.000,2016,2950635,MANKESSIM,Agrochemicals` Business Small Scale Store,
2816,1,30,October,2016-09-07 00:00:00.000,2016,2953162,MANKESSIM,Agrochemicals` Business Small Scale Store,
2817,1,10,March,2016-02-03 00:00:00.000,2016,320945,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,10,March,2016-02-03 00:00:00.000,2016,320977,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,10,July,2016-02-03 00:00:00.000,2016,2948467,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,10,September,2016-02-03 00:00:00.000,2016,2950671,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,20,April,2016-02-03 00:00:00.000,2016,327642,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,20,October,2016-09-07 00:00:00.000,2016,2953198,MANKESSIM,Comm. Centre/Secretarial Services,
2818,1,6,March,2016-02-03 00:00:00.000,2016,320956,MANKESSIM,Provision Store,
2818,1,6,September,2016-02-03 00:00:00.000,2016,2948479,MANKESSIM,Provision Store,
2818,1,6,August,2016-02-03 00:00:00.000,2016,2950651,MANKESSIM,Provision Store,
2818,1,6,September,2016-02-03 00:00:00.000,2016,2953136,MANKESSIM,Provision Store,
2818,1,6,June,2016-05-06 00:00:00.000,2016,2948435,MANKESSIM,Provision Store,
2818,1,6,October,2016-09-07 00:00:00.000,2016,2953190,MANKESSIM,Provision Store,
2818,1,6,October,2016-09-07 00:00:00.000,2016,2955501,MANKESSIM,Provision Store,
2819,1,18,March,2016-02-03 00:00:00.000,2016,320957,MANKESSIM,Provision Store,
2819,1,18,October,2016-09-07 00:00:00.000,2016,2953169,MANKESSIM,Provision Store,
2820,1,60,March,2016-02-03 00:00:00.000,2016,320958,MANKESSIM,Beer / Wine / Spirit Sellers,
2821,1,10,September,2016-02-03 00:00:00.000,2016,2953137,MANKESSIM,TV & Electrical Appliance               Category  ,
2821,1,20,March,2016-02-03 00:00:00.000,2016,320959,MANKESSIM,TV & Electrical Appliance               Category  ,
2822,1,10,March,2016-02-03 00:00:00.000,2016,320960,MANKESSIM,Provision Store,
2823,1,30,September,2016-02-03 00:00:00.000,2016,320961,MANKESSIM,GENERAL GOODS,
2823,1,40,September,2016-02-03 00:00:00.000,2016,2950685,MANKESSIM,GENERAL GOODS,
2824,1,6,April,2016-02-03 00:00:00.000,2016,327603,MANKESSIM,GENERAL GOODS,
2824,1,20,March,2016-02-03 00:00:00.000,2016,320963,MANKESSIM,GENERAL GOODS,
2824,1,10,September,2016-05-06 00:00:00.000,2016,2953128,MANKESSIM,GENERAL GOODS,
2824,1,20,August,2016-05-06 00:00:00.000,2016,2950627,MANKESSIM,GENERAL GOODS,
2824,1,16,October,2016-09-07 00:00:00.000,2016,2955503,MANKESSIM,GENERAL GOODS,
2825,1,6,May,2016-02-03 00:00:00.000,2016,327662,MANKESSIM,FOOTWARES,
2825,1,6,August,2016-02-03 00:00:00.000,2016,2948499,MANKESSIM,FOOTWARES,
2825,1,12,July,2016-02-03 00:00:00.000,2016,2948461,MANKESSIM,FOOTWARES,
2825,1,18,April,2016-02-03 00:00:00.000,2016,320965,MANKESSIM,FOOTWARES,
2825,1,6,October,2016-09-07 00:00:00.000,2016,2955529,MANKESSIM,FOOTWARES,
2825,1,12,October,2016-09-07 00:00:00.000,2016,2953177,MANKESSIM,FOOTWARES,
2825,1,12,December,2016-12-16 00:00:00.000,2016,2955592,MANKESSIM,FOOTWARES,
2826,1,50,July,2016-02-03 00:00:00.000,2016,320946,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,50,June,2016-05-06 00:00:00.000,2016,2948433,MANKESSIM,Pampers & Sanitary Pads     Category A,
2827,1,15,March,2016-02-03 00:00:00.000,2016,320947,MANKESSIM,GENERAL GOODS,
2828,1,20,March,2016-02-03 00:00:00.000,2016,320949,MANKESSIM,Provision Store,
2828,1,5,October,2016-09-07 00:00:00.000,2016,2953178,MANKESSIM,Provision Store,
2829,1,10,August,2016-02-03 00:00:00.000,2016,2950637,MANKESSIM,FOOTWARES,
2829,1,20,March,2016-02-03 00:00:00.000,2016,320951,MANKESSIM,FOOTWARES,
2829,1,5,July,2016-05-06 00:00:00.000,2016,2948450,MANKESSIM,FOOTWARES,
2829,1,10,May,2016-05-06 00:00:00.000,2016,327686,MANKESSIM,FOOTWARES,
2829,1,10,June,2016-05-06 00:00:00.000,2016,2948434,MANKESSIM,FOOTWARES,
2829,1,11,October,2016-09-07 00:00:00.000,2016,2953176,MANKESSIM,FOOTWARES,
2830,1,10,March,2016-02-03 00:00:00.000,2016,320952,MANKESSIM,CLOTHINGS (2ND HAND ETC),
2830,1,10,May,2016-02-03 00:00:00.000,2016,327654,MANKESSIM,CLOTHINGS (2ND HAND ETC),
2830,1,10,August,2016-02-03 00:00:00.000,2016,2950636,MANKESSIM,CLOTHINGS (2ND HAND ETC),
2830,1,10,November,2016-11-23 00:00:00.000,2016,2955564,MANKESSIM,CLOTHINGS (2ND HAND ETC),
2830,1,5,December,2016-12-16 00:00:00.000,2016,2955594,MANKESSIM,CLOTHINGS (2ND HAND ETC),
2831,1,10,March,2016-02-03 00:00:00.000,2016,320973,MANKESSIM,Chop Bar/Fast food Joint,
2831,1,10,April,2016-02-03 00:00:00.000,2016,327641,MANKESSIM,Chop Bar/Fast food Joint,
2831,1,10,August,2016-02-03 00:00:00.000,2016,2950642,MANKESSIM,Chop Bar/Fast food Joint,
2831,1,10,September,2016-02-03 00:00:00.000,2016,2953116,MANKESSIM,Chop Bar/Fast food Joint,
2831,1,15,April,2016-02-03 00:00:00.000,2016,327638,MANKESSIM,Chop Bar/Fast food Joint,
2831,1,10,October,2016-09-07 00:00:00.000,2016,2953168,MANKESSIM,Chop Bar/Fast food Joint,
2831,1,5,November,2016-11-23 00:00:00.000,2016,2955566,MANKESSIM,Chop Bar/Fast food Joint,
2832,1,20,March,2016-02-03 00:00:00.000,2016,320975,MANKESSIM,Provision Store,
2833,1,10,September,2016-02-03 00:00:00.000,2016,2953105,MANKESSIM,GENERAL GOODS,
2833,1,20,March,2016-02-03 00:00:00.000,2016,320982,MANKESSIM,GENERAL GOODS,
2833,1,10,November,2016-09-07 00:00:00.000,2016,2955541,MANKESSIM,GENERAL GOODS,
2834,1,90,March,2016-02-03 00:00:00.000,2016,320983,MANKESSIM,GENERAL GOODS,
2835,1,5,July,2016-02-03 00:00:00.000,2016,2948473,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2835,1,5,August,2016-02-03 00:00:00.000,2016,2950628,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2835,1,5,September,2016-02-03 00:00:00.000,2016,2950659,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2835,1,10,April,2016-02-03 00:00:00.000,2016,320986,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2835,1,15,November,2016-09-07 00:00:00.000,2016,2955537,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2835,1,20,December,2016-12-28 00:00:00.000,2016,2957207,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2836,1,60,April,2016-02-03 00:00:00.000,2016,320987,MANKESSIM,Beer / Wine / Spirit Sellers,
2837,1,10,April,2016-02-03 00:00:00.000,2016,320989,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2837,1,5,October,2016-09-07 00:00:00.000,2016,2953171,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2837,1,10,December,2016-12-16 00:00:00.000,2016,2957201,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2838,1,20,May,2016-02-03 00:00:00.000,2016,327697,MANKESSIM,GENERAL GOODS,
2838,1,20,May,2016-02-03 00:00:00.000,2016,2948470,MANKESSIM,GENERAL GOODS,
2838,1,30,April,2016-02-03 00:00:00.000,2016,320992,MANKESSIM,GENERAL GOODS,
2838,1,30,October,2016-09-07 00:00:00.000,2016,2955526,MANKESSIM,GENERAL GOODS,
2839,1,10,May,2016-02-03 00:00:00.000,2016,327652,MANKESSIM,Chop Bar/Fast food Joint,
2839,1,10,June,2016-02-03 00:00:00.000,2016,2948426,MANKESSIM,Chop Bar/Fast food Joint,
2839,1,10,December,2016-12-28 00:00:00.000,2016,2957209,MANKESSIM,Chop Bar/Fast food Joint,
2840,1,20,May,2016-05-06 00:00:00.000,2016,327689,MANKESSIM,GENERAL GOODS,
2840,1,40,November,2016-11-23 00:00:00.000,2016,2955549,MANKESSIM,GENERAL GOODS,
2841,1,60,April,2016-05-06 00:00:00.000,2016,320997,MANKESSIM,Beer / Wine / Spirit Sellers,
2842,1,20,April,2016-05-06 00:00:00.000,2016,320998,MANKESSIM,GENERAL GOODS,
2843,1,6,August,2016-05-06 00:00:00.000,2016,2950619,MANKESSIM,Chop Bar/Fast food Joint,
2843,1,6,August,2016-05-06 00:00:00.000,2016,2950653,MANKESSIM,Chop Bar/Fast food Joint,
2843,1,6,September,2016-05-06 00:00:00.000,2016,2953122,MANKESSIM,Chop Bar/Fast food Joint,
2843,1,18,April,2016-05-06 00:00:00.000,2016,320999,MANKESSIM,Chop Bar/Fast food Joint,
2843,1,6,November,2016-09-07 00:00:00.000,2016,2955545,MANKESSIM,Chop Bar/Fast food Joint,
2843,1,6,December,2016-12-28 00:00:00.000,2016,2957208,MANKESSIM,Chop Bar/Fast food Joint,
2844,1,10,May,2016-05-06 00:00:00.000,2016,321000,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2845,1,60,April,2016-05-06 00:00:00.000,2016,327601,MANKESSIM,Beer / Wine / Spirit Sellers,
2846,1,30,April,2016-05-06 00:00:00.000,2016,327605,MANKESSIM,GENERAL GOODS,
2847,1,6,April,2016-05-06 00:00:00.000,2016,327606,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2847,1,10,November,2016-09-07 00:00:00.000,2016,2955538,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2848,1,30,April,2016-05-06 00:00:00.000,2016,327612,MANKESSIM,Beer / Wine / Spirit Sellers,
2848,1,30,July,2016-05-06 00:00:00.000,2016,2948466,MANKESSIM,Beer / Wine / Spirit Sellers,
2849,1,30,April,2016-05-06 00:00:00.000,2016,327613,MANKESSIM,Beer / Wine / Spirit Sellers,
2850,1,10,May,2016-05-06 00:00:00.000,2016,327683,MANKESSIM,Chop Bar/Fast food Joint,
2850,1,10,August,2016-05-06 00:00:00.000,2016,2950639,MANKESSIM,Chop Bar/Fast food Joint,
2850,1,15,April,2016-05-06 00:00:00.000,2016,327617,MANKESSIM,Chop Bar/Fast food Joint,
2851,1,5,September,2016-05-06 00:00:00.000,2016,2950696,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2851,1,6,April,2016-05-06 00:00:00.000,2016,327620,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2851,1,6,May,2016-05-06 00:00:00.000,2016,327667,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2851,1,6,August,2016-05-06 00:00:00.000,2016,2950649,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2851,1,6,November,2016-11-23 00:00:00.000,2016,2955556,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2852,1,10,April,2016-05-06 00:00:00.000,2016,327625,MANKESSIM,GENERAL GOODS,
2853,1,5,April,2016-05-06 00:00:00.000,2016,327626,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2853,1,5,July,2016-05-06 00:00:00.000,2016,2948442,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2853,1,5,October,2016-09-07 00:00:00.000,2016,2953200,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2853,1,6,December,2016-12-28 00:00:00.000,2016,2957211,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2854,1,10,April,2016-05-06 00:00:00.000,2016,327643,MANKESSIM,GENERAL GOODS,
2854,1,10,July,2016-05-06 00:00:00.000,2016,2948441,MANKESSIM,GENERAL GOODS,
2855,1,5,April,2016-05-06 00:00:00.000,2016,327628,MANKESSIM,GENERAL GOODS,
2856,1,5,April,2016-05-06 00:00:00.000,2016,327632,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2856,1,10,August,2016-05-06 00:00:00.000,2016,2948495,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2856,1,10,August,2016-05-06 00:00:00.000,2016,2950629,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2857,1,20,April,2016-05-06 00:00:00.000,2016,327634,MANKESSIM,GENERAL GOODS,
2857,1,10,October,2016-09-07 00:00:00.000,2016,2955516,MANKESSIM,GENERAL GOODS,
2857,1,10,November,2016-11-23 00:00:00.000,2016,2955559,MANKESSIM,GENERAL GOODS,
2857,1,12,November,2016-11-23 00:00:00.000,2016,2955573,MANKESSIM,GENERAL GOODS,
2858,1,10,April,2016-05-06 00:00:00.000,2016,327635,MANKESSIM,GENERAL GOODS,
2858,1,10,May,2016-05-06 00:00:00.000,2016,327694,MANKESSIM,GENERAL GOODS,
2858,1,10,July,2016-05-06 00:00:00.000,2016,2948476,MANKESSIM,GENERAL GOODS,
2858,1,10,October,2016-09-07 00:00:00.000,2016,2953164,MANKESSIM,GENERAL GOODS,
2858,1,10,December,2016-12-16 00:00:00.000,2016,2955583,MANKESSIM,GENERAL GOODS,
2859,1,10,September,2016-05-06 00:00:00.000,2016,2953126,MANKESSIM,GENERAL GOODS,
2859,1,30,May,2016-05-06 00:00:00.000,2016,327655,MANKESSIM,GENERAL GOODS,
2859,1,20,October,2016-09-07 00:00:00.000,2016,2953165,MANKESSIM,GENERAL GOODS,
2860,1,10,May,2016-05-06 00:00:00.000,2016,327658,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2861,1,10,May,2016-05-06 00:00:00.000,2016,327668,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2862,1,10,May,2016-05-06 00:00:00.000,2016,327675,MANKESSIM,GENERAL GOODS,
2863,1,10,May,2016-05-06 00:00:00.000,2016,327676,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
2863,1,10,May,2016-05-06 00:00:00.000,2016,327693,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
2863,1,10,July,2016-05-06 00:00:00.000,2016,2948486,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
2863,1,10,August,2016-05-06 00:00:00.000,2016,2950617,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
2863,1,10,September,2016-05-06 00:00:00.000,2016,2950692,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
2863,1,10,October,2016-09-07 00:00:00.000,2016,2953179,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
2864,1,6,May,2016-05-06 00:00:00.000,2016,327684,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2866,1,80,May,2016-05-06 00:00:00.000,2016,327690,MANKESSIM,GENERAL GOODS,
2867,1,60,May,2016-05-06 00:00:00.000,2016,327692,MANKESSIM,Beer / Wine / Spirit Sellers,
2868,1,10,May,2016-05-06 00:00:00.000,2016,327695,MANKESSIM,Mobile phone dealer,
2868,1,10,September,2016-05-06 00:00:00.000,2016,2950683,MANKESSIM,Mobile phone dealer,
2869,1,10,September,2016-05-06 00:00:00.000,2016,2953119,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2870,1,10,July,2016-05-06 00:00:00.000,2016,2948454,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2870,1,10,August,2016-05-06 00:00:00.000,2016,2948496,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2871,1,15,September,2016-05-06 00:00:00.000,2016,2950667,MANKESSIM,GENERAL GOODS,
2871,1,20,July,2016-05-06 00:00:00.000,2016,2948459,MANKESSIM,GENERAL GOODS,
2871,1,10,October,2016-09-07 00:00:00.000,2016,2953197,MANKESSIM,GENERAL GOODS,
2872,1,30,September,2016-05-06 00:00:00.000,2016,2948463,MANKESSIM,Beer / Wine / Spirit Sellers,
2873,1,10,March,2016-05-06 00:00:00.000,2016,320972,MANKESSIM,GENERAL GOODS,
2873,1,10,March,2016-05-06 00:00:00.000,2016,320980,MANKESSIM,GENERAL GOODS,
2873,1,10,May,2016-05-06 00:00:00.000,2016,327677,MANKESSIM,GENERAL GOODS,
2873,1,20,July,2016-05-06 00:00:00.000,2016,2948469,MANKESSIM,GENERAL GOODS,
2873,1,10,October,2016-09-07 00:00:00.000,2016,2953173,MANKESSIM,GENERAL GOODS,
2873,1,10,October,2016-09-07 00:00:00.000,2016,2955511,MANKESSIM,GENERAL GOODS,
2873,1,40,October,2016-09-07 00:00:00.000,2016,2955525,MANKESSIM,GENERAL GOODS,
2874,1,20,July,2016-05-06 00:00:00.000,2016,2948478,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2874,1,20,September,2016-05-06 00:00:00.000,2016,2950675,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2875,1,5,July,2016-05-06 00:00:00.000,2016,2948484,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2875,1,5,September,2016-05-06 00:00:00.000,2016,2950672,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2875,1,10,June,2016-05-06 00:00:00.000,2016,2948428,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2875,1,5,October,2016-09-07 00:00:00.000,2016,2953192,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2876,1,30,August,2016-05-06 00:00:00.000,2016,2948490,MANKESSIM,Beer / Wine / Spirit Sellers,
2877,1,10,August,2016-05-06 00:00:00.000,2016,2948497,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2878,1,10,August,2016-05-06 00:00:00.000,2016,2948498,MANKESSIM,GENERAL GOODS,
2878,1,42,September,2016-05-06 00:00:00.000,2016,2953125,MANKESSIM,GENERAL GOODS,
2879,1,20,August,2016-05-06 00:00:00.000,2016,2948500,MANKESSIM,GENERAL GOODS,
2879,1,5,November,2016-11-23 00:00:00.000,2016,2955572,MANKESSIM,GENERAL GOODS,
2880,1,5,August,2016-05-06 00:00:00.000,2016,2950603,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2880,1,5,September,2016-05-06 00:00:00.000,2016,2950699,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2880,1,8,October,2016-09-07 00:00:00.000,2016,2955520,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2881,1,35,August,2016-05-06 00:00:00.000,2016,2950609,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2882,1,5,October,2016-09-07 00:00:00.000,2016,2953199,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2882,1,10,December,2016-12-16 00:00:00.000,2016,2955589,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2883,1,10,August,2016-05-06 00:00:00.000,2016,2950625,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2883,1,10,October,2016-09-07 00:00:00.000,2016,2955523,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2884,1,10,August,2016-05-06 00:00:00.000,2016,2950626,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2884,1,5,October,2016-09-07 00:00:00.000,2016,2955527,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2884,1,10,December,2016-11-23 00:00:00.000,2016,2955578,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2885,1,30,August,2016-05-06 00:00:00.000,2016,2950641,MANKESSIM,Beer / Wine / Spirit Sellers,
2886,1,10,August,2016-05-06 00:00:00.000,2016,2950647,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2886,1,10,December,2016-12-16 00:00:00.000,2016,2955582,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2887,1,30,August,2016-05-06 00:00:00.000,2016,2950648,MANKESSIM,Beer / Wine / Spirit Sellers,
2888,1,20,August,2016-05-06 00:00:00.000,2016,2950655,MANKESSIM,GENERAL GOODS,
2889,1,6,August,2016-05-06 00:00:00.000,2016,2950658,MANKESSIM,GENERAL GOODS,
2890,1,10,August,2016-05-06 00:00:00.000,2016,2950661,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2890,1,5,October,2016-09-07 00:00:00.000,2016,2953170,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2890,1,5,November,2016-09-07 00:00:00.000,2016,2955532,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2891,1,10,August,2016-05-06 00:00:00.000,2016,2950665,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2892,1,20,August,2016-05-06 00:00:00.000,2016,2950668,MANKESSIM,GENERAL GOODS,
2892,1,20,September,2016-05-06 00:00:00.000,2016,2950691,MANKESSIM,GENERAL GOODS,
2892,1,10,October,2016-09-07 00:00:00.000,2016,2953194,MANKESSIM,GENERAL GOODS,
2892,1,12,December,2016-12-16 00:00:00.000,2016,2955597,MANKESSIM,GENERAL GOODS,
2893,1,10,September,2016-05-06 00:00:00.000,2016,2953130,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2893,1,15,September,2016-05-06 00:00:00.000,2016,2950682,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2894,1,10,July,2016-05-06 00:00:00.000,2016,2948402,MANKESSIM,GENERAL GOODS,
2894,1,10,September,2016-05-06 00:00:00.000,2016,2950688,MANKESSIM,GENERAL GOODS,
2894,1,10,October,2016-09-07 00:00:00.000,2016,2953174,MANKESSIM,GENERAL GOODS,
2895,1,5,September,2016-05-06 00:00:00.000,2016,2950698,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2896,1,10,September,2016-05-06 00:00:00.000,2016,2953117,MANKESSIM,GENERAL GOODS,
2896,1,12,September,2016-05-06 00:00:00.000,2016,2953101,MANKESSIM,GENERAL GOODS,
2896,1,10,October,2016-09-07 00:00:00.000,2016,2953166,MANKESSIM,GENERAL GOODS,
2896,1,10,November,2016-09-07 00:00:00.000,2016,2955543,MANKESSIM,GENERAL GOODS,
2897,1,5,September,2016-05-06 00:00:00.000,2016,2953109,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2898,1,5,September,2016-05-06 00:00:00.000,2016,2953111,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2898,1,5,November,2016-11-23 00:00:00.000,2016,2955551,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2899,1,20,September,2016-05-06 00:00:00.000,2016,2953127,MANKESSIM,GENERAL GOODS,
2899,1,13,October,2016-09-07 00:00:00.000,2016,2953191,MANKESSIM,GENERAL GOODS,
2900,1,10,September,2016-05-06 00:00:00.000,2016,2953131,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2901,1,20,September,2016-05-06 00:00:00.000,2016,2953133,MANKESSIM,GENERAL GOODS,
2901,1,10,October,2016-09-07 00:00:00.000,2016,2955504,MANKESSIM,GENERAL GOODS,
2902,1,30,September,2016-05-06 00:00:00.000,2016,2953143,MANKESSIM,Beer / Wine / Spirit Sellers,
2903,1,48,September,2016-05-06 00:00:00.000,2016,2953144,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2904,1,20,October,2016-05-06 00:00:00.000,2016,2953156,MANKESSIM,Chop Bar/Fast food Joint,
2905,1,5,June,2016-05-06 00:00:00.000,2016,2948409,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2906,1,6,June,2016-05-06 00:00:00.000,2016,2948414,MANKESSIM,Beer / Wine / Spirit Sellers,
2907,1,30,June,2016-05-06 00:00:00.000,2016,2948416,MANKESSIM,Beer / Wine / Spirit Sellers,
2908,1,10,June,2016-05-06 00:00:00.000,2016,2948422,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2908,1,20,October,2016-09-07 00:00:00.000,2016,2955528,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2909,1,10,June,2016-05-06 00:00:00.000,2016,2948424,MANKESSIM,GENERAL GOODS,
2910,1,10,June,2016-05-06 00:00:00.000,2016,2948425,MANKESSIM,Chop Bar/Fast food Joint,
2910,1,10,October,2016-09-07 00:00:00.000,2016,2955513,MANKESSIM,Chop Bar/Fast food Joint,
2910,1,10,December,2016-12-28 00:00:00.000,2016,2957205,MANKESSIM,Chop Bar/Fast food Joint,
2911,1,6,June,2016-05-06 00:00:00.000,2016,2948427,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
