buss_no,receiptno,description,transdate,amount
3111,8964621,PAYMENT RECEIPT,2017-09-04 00:00:00.000,50
3111,8970941,PAYMENT RECEIPT,2017-12-27 00:00:00.000,50
3114,8956973,PAYMENT RECEIPT,2017-06-12 00:00:00.000,20
3114,8964639,PAYMENT RECEIPT,2017-09-04 00:00:00.000,20
3114,8961498,PAYMENT RECEIPT,2017-09-13 00:00:00.000,20
3150,8956866,PAYMENT RECEIPT,2017-07-10 00:00:00.000,50
3150,8966893,PAYMENT RECEIPT,2017-12-12 00:00:00.000,90
3152,8961513,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
3152,8961546,PAYMENT RECEIPT,2017-08-18 00:00:00.000,10
3157,8966813,PAYMENT RECEIPT,2017-10-30 00:00:00.000,10
3157,8966817,PAYMENT RECEIPT,2017-10-30 00:00:00.000,10
3159,8956886,PAYMENT RECEIPT,2017-07-10 00:00:00.000,10
3159,8961526,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
3159,8966853,PAYMENT RECEIPT,2017-11-03 00:00:00.000,12
3162,8961588,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
3164,8961356,PAYMENT RECEIPT,2017-08-16 00:00:00.000,20
3164,8963389,PAYMENT RECEIPT,2017-09-28 00:00:00.000,20
3164,8965424,PAYMENT RECEIPT,2017-10-02 00:00:00.000,70
3164,8967025,PAYMENT RECEIPT,2017-11-01 00:00:00.000,20
3164,8967094,PAYMENT RECEIPT,2017-11-30 00:00:00.000,10
3164,8968643,PAYMENT RECEIPT,2017-12-20 00:00:00.000,20
3170,8961523,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
3170,8961528,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
3170,8961556,PAYMENT RECEIPT,2017-08-18 00:00:00.000,50
3170,8966841,PAYMENT RECEIPT,2017-11-03 00:00:00.000,10
3170,8970309,PAYMENT RECEIPT,2017-12-15 00:00:00.000,50
3172,8961535,PAYMENT RECEIPT,2015-01-31 00:00:00.000,15
3172,8956895,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
3172,8961564,PAYMENT RECEIPT,2017-08-18 00:00:00.000,30
3172,8961580,PAYMENT RECEIPT,2017-10-06 00:00:00.000,10
3172,8966826,PAYMENT RECEIPT,2017-11-03 00:00:00.000,20
3172,8966898,PAYMENT RECEIPT,2017-12-12 00:00:00.000,20
3178,8961586,PAYMENT RECEIPT,2017-10-06 00:00:00.000,60
3181,8966883,PAYMENT RECEIPT,2015-12-05 00:00:00.000,20
3181,8961559,PAYMENT RECEIPT,2017-08-18 00:00:00.000,20
3185,8966879,PAYMENT RECEIPT,2015-12-05 00:00:00.000,30
319,8957233,PAYMENT RECEIPT,2017-06-22 00:00:00.000,50
3194,8957232,PAYMENT RECEIPT,2017-06-22 00:00:00.000,20
3194,8961304,PAYMENT RECEIPT,2017-07-17 00:00:00.000,20
3194,8963370,PAYMENT RECEIPT,2017-09-11 00:00:00.000,30
3194,8965485,PAYMENT RECEIPT,2017-10-20 00:00:00.000,30
3194,8968671,PAYMENT RECEIPT,2017-12-20 00:00:00.000,30
3195,8961365,PAYMENT RECEIPT,2017-08-16 00:00:00.000,20
3195,8967026,PAYMENT RECEIPT,2017-11-01 00:00:00.000,20
3198,8957238,PAYMENT RECEIPT,2017-06-22 00:00:00.000,10
3199,8954201,PAYMENT RECEIPT,2017-04-18 00:00:00.000,10
3199,8963397,PAYMENT RECEIPT,2017-09-28 00:00:00.000,10
3201,8968608,PAYMENT RECEIPT,2017-12-04 00:00:00.000,20
321,8957259,PAYMENT RECEIPT,2017-06-22 00:00:00.000,20
321,8968633,PAYMENT RECEIPT,2017-12-04 00:00:00.000,15
3210,2956537,PAYMENT RECEIPT,2017-01-04 00:00:00.000,6
3212,2956586,PAYMENT RECEIPT,2017-02-02 00:00:00.000,6
3213,2956576,PAYMENT RECEIPT,2017-02-02 00:00:00.000,8
3215,2956572,PAYMENT RECEIPT,2017-02-02 00:00:00.000,6
322,8957241,PAYMENT RECEIPT,2017-06-22 00:00:00.000,20
322,8961397,PAYMENT RECEIPT,2017-08-31 00:00:00.000,10
322,8965434,PAYMENT RECEIPT,2017-10-02 00:00:00.000,10
322,8965479,PAYMENT RECEIPT,2017-10-20 00:00:00.000,20
322,8968623,PAYMENT RECEIPT,2017-12-04 00:00:00.000,10
3224,2956564,PAYMENT RECEIPT,2017-02-02 00:00:00.000,10
3225,2956559,PAYMENT RECEIPT,2017-01-16 00:00:00.000,10
3231,2956547,PAYMENT RECEIPT,2017-01-16 00:00:00.000,5
3231,2956574,PAYMENT RECEIPT,2017-02-02 00:00:00.000,6
3239,8954464,PAYMENT RECEIPT,2017-05-12 00:00:00.000,40
3239,8969346,PAYMENT RECEIPT,2017-10-25 00:00:00.000,30
3239,8970928,PAYMENT RECEIPT,2017-12-27 00:00:00.000,30
3241,8970910,PAYMENT RECEIPT,2017-12-27 00:00:00.000,20
3243,8954439,PAYMENT RECEIPT,2017-05-12 00:00:00.000,180
3244,8954408,PAYMENT RECEIPT,2017-05-03 00:00:00.000,20
3245,8969303,PAYMENT RECEIPT,2017-10-25 00:00:00.000,50
3245,8967735,PAYMENT RECEIPT,2017-11-08 00:00:00.000,20
3245,8967742,PAYMENT RECEIPT,2017-11-08 00:00:00.000,80
3246,8963859,PAYMENT RECEIPT,2017-09-27 00:00:00.000,40
3247,8964632,PAYMENT RECEIPT,2017-09-04 00:00:00.000,50
3247,8969389,PAYMENT RECEIPT,2017-11-01 00:00:00.000,20
326,8965440,PAYMENT RECEIPT,2017-10-02 00:00:00.000,10
326,8968626,PAYMENT RECEIPT,2017-12-04 00:00:00.000,10
3260,2957252,PAYMENT RECEIPT,2017-01-24 00:00:00.000,20
3262,2957268,PAYMENT RECEIPT,2017-01-24 00:00:00.000,10
328,8956967,PAYMENT RECEIPT,2017-06-12 00:00:00.000,10
328,8963331,PAYMENT RECEIPT,2017-09-01 00:00:00.000,10
328,8965414,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
328,8967019,PAYMENT RECEIPT,2017-11-01 00:00:00.000,20
3285,8957204,PAYMENT RECEIPT,2017-06-08 00:00:00.000,40
3285,8968620,PAYMENT RECEIPT,2017-12-04 00:00:00.000,20
3285,8968628,PAYMENT RECEIPT,2017-12-04 00:00:00.000,20
3293,8965401,PAYMENT RECEIPT,2017-10-02 00:00:00.000,10
3303,8966899,PAYMENT RECEIPT,2017-12-12 00:00:00.000,20
3304,2956540,PAYMENT RECEIPT,2017-01-16 00:00:00.000,10
334,8954208,PAYMENT RECEIPT,2017-04-18 00:00:00.000,20
347,8963360,PAYMENT RECEIPT,2017-09-11 00:00:00.000,30
350,8954207,PAYMENT RECEIPT,2017-04-18 00:00:00.000,60
356,8961410,PAYMENT RECEIPT,2017-08-16 00:00:00.000,10
356,8964633,PAYMENT RECEIPT,2017-09-04 00:00:00.000,20
357,8954423,PAYMENT RECEIPT,2017-05-03 00:00:00.000,60
357,8961437,PAYMENT RECEIPT,2017-08-16 00:00:00.000,60
357,8967745,PAYMENT RECEIPT,2017-11-08 00:00:00.000,60
359,8961457,PAYMENT RECEIPT,2017-08-16 00:00:00.000,30
360,8956989,PAYMENT RECEIPT,2017-07-05 00:00:00.000,20
360,8961495,PAYMENT RECEIPT,2017-09-13 00:00:00.000,10
363,8967753,PAYMENT RECEIPT,2017-11-22 00:00:00.000,20
366,8956961,PAYMENT RECEIPT,2017-06-12 00:00:00.000,15
3150,2954661,PAYMENT RECEIPT,2016-12-12 00:00:00.000,10
3151,321290,PAYMENT RECEIPT,2016-03-24 00:00:00.000,180
3152,321291,PAYMENT RECEIPT,2016-03-24 00:00:00.000,12
3153,321296,PAYMENT RECEIPT,2016-04-05 00:00:00.000,120
3154,327511,PAYMENT RECEIPT,2016-04-15 00:00:00.000,60
3155,327515,PAYMENT RECEIPT,2016-04-20 00:00:00.000,60
3156,327524,PAYMENT RECEIPT,2016-04-30 00:00:00.000,20
3157,327537,PAYMENT RECEIPT,2016-04-30 00:00:00.000,10
3157,2954625,PAYMENT RECEIPT,2016-10-26 00:00:00.000,36
3158,327556,PAYMENT RECEIPT,2016-05-13 00:00:00.000,6
3159,327562,PAYMENT RECEIPT,2016-06-15 00:00:00.000,10
3159,2950513,PAYMENT RECEIPT,2016-07-29 00:00:00.000,10
316,2955611,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
3160,327575,PAYMENT RECEIPT,2016-07-29 00:00:00.000,15
3160,2950501,PAYMENT RECEIPT,2016-07-29 00:00:00.000,60
3160,2950539,PAYMENT RECEIPT,2016-08-24 00:00:00.000,12
3161,2950502,PAYMENT RECEIPT,2016-07-29 00:00:00.000,40
3162,2950514,PAYMENT RECEIPT,2016-07-29 00:00:00.000,20
3163,2950517,PAYMENT RECEIPT,2016-07-29 00:00:00.000,16
3164,2950518,PAYMENT RECEIPT,2016-07-29 00:00:00.000,10
3165,327576,PAYMENT RECEIPT,2016-07-29 00:00:00.000,90
3166,327579,PAYMENT RECEIPT,2016-07-29 00:00:00.000,60
3167,327581,PAYMENT RECEIPT,2016-07-29 00:00:00.000,50
3168,327583,PAYMENT RECEIPT,2016-07-29 00:00:00.000,60
3169,327584,PAYMENT RECEIPT,2016-07-29 00:00:00.000,18
3170,327587,PAYMENT RECEIPT,2016-07-29 00:00:00.000,35
3170,2950558,PAYMENT RECEIPT,2016-09-23 00:00:00.000,10
3171,327592,PAYMENT RECEIPT,2016-07-29 00:00:00.000,40
3172,2950507,PAYMENT RECEIPT,2016-07-29 00:00:00.000,26
3172,327594,PAYMENT RECEIPT,2016-07-29 00:00:00.000,50
3172,2950544,PAYMENT RECEIPT,2016-08-24 00:00:00.000,10
3173,327595,PAYMENT RECEIPT,2016-07-29 00:00:00.000,10
3174,327596,PAYMENT RECEIPT,2016-07-29 00:00:00.000,70
3175,327597,PAYMENT RECEIPT,2016-07-29 00:00:00.000,120
3176,327598,PAYMENT RECEIPT,2016-07-29 00:00:00.000,40
3177,2950526,PAYMENT RECEIPT,2016-08-24 00:00:00.000,60
3178,2950531,PAYMENT RECEIPT,2016-08-24 00:00:00.000,40
3179,2950535,PAYMENT RECEIPT,2016-08-24 00:00:00.000,30
3180,2950551,PAYMENT RECEIPT,2016-08-24 00:00:00.000,60
3181,2950554,PAYMENT RECEIPT,2016-08-24 00:00:00.000,18
3182,2950559,PAYMENT RECEIPT,2016-09-23 00:00:00.000,30
3183,2950561,PAYMENT RECEIPT,2016-09-23 00:00:00.000,180
3184,2950595,PAYMENT RECEIPT,2016-10-05 00:00:00.000,40
3185,2950598,PAYMENT RECEIPT,2016-10-05 00:00:00.000,15
3186,2954616,PAYMENT RECEIPT,2016-10-26 00:00:00.000,36
3187,2954620,PAYMENT RECEIPT,2016-10-26 00:00:00.000,10
3187,2954623,PAYMENT RECEIPT,2016-10-26 00:00:00.000,10
3188,2954643,PAYMENT RECEIPT,2016-10-26 00:00:00.000,10
3188,2954644,PAYMENT RECEIPT,2016-10-26 00:00:00.000,10
3188,2954624,PAYMENT RECEIPT,2016-10-26 00:00:00.000,30
3189,2954631,PAYMENT RECEIPT,2016-10-26 00:00:00.000,10
3189,2954633,PAYMENT RECEIPT,2016-10-26 00:00:00.000,10
3189,2954635,PAYMENT RECEIPT,2016-10-26 00:00:00.000,12
319,2955633,PAYMENT RECEIPT,2016-11-29 00:00:00.000,20
319,2955636,PAYMENT RECEIPT,2016-12-05 00:00:00.000,20
3190,2954650,PAYMENT RECEIPT,2016-11-17 00:00:00.000,10
3192,2954662,PAYMENT RECEIPT,2015-01-24 00:00:00.000,10
3192,2954667,PAYMENT RECEIPT,2015-01-24 00:00:00.000,10
3193,2954670,PAYMENT RECEIPT,2015-01-24 00:00:00.000,6
3193,2954671,PAYMENT RECEIPT,2015-01-24 00:00:00.000,7
3194,2953737,PAYMENT RECEIPT,2016-10-19 00:00:00.000,10
3195,2953754,PAYMENT RECEIPT,2016-10-21 00:00:00.000,6
3195,2953766,PAYMENT RECEIPT,2016-10-21 00:00:00.000,10
3196,2953789,PAYMENT RECEIPT,2016-11-03 00:00:00.000,33
3197,2953796,PAYMENT RECEIPT,2016-11-03 00:00:00.000,30
3198,2960155,PAYMENT RECEIPT,2016-11-18 00:00:00.000,7
3198,2960178,PAYMENT RECEIPT,2016-12-01 00:00:00.000,7
3199,2960165,PAYMENT RECEIPT,2016-12-01 00:00:00.000,5
3201,2960169,PAYMENT RECEIPT,2016-12-01 00:00:00.000,10
3202,2960173,PAYMENT RECEIPT,2016-12-01 00:00:00.000,10
3202,2957115,PAYMENT RECEIPT,2016-12-23 00:00:00.000,10
3203,2957125,PAYMENT RECEIPT,2016-12-30 00:00:00.000,10
3204,2957132,PAYMENT RECEIPT,2016-12-30 00:00:00.000,4
3205,2957134,PAYMENT RECEIPT,2016-12-30 00:00:00.000,6
3206,2953821,PAYMENT RECEIPT,2016-09-21 00:00:00.000,6
3206,2953834,PAYMENT RECEIPT,2016-09-21 00:00:00.000,10
3207,2953822,PAYMENT RECEIPT,2016-09-21 00:00:00.000,6
3208,2953824,PAYMENT RECEIPT,2016-09-21 00:00:00.000,6
3210,2953831,PAYMENT RECEIPT,2016-09-21 00:00:00.000,10
3211,2953832,PAYMENT RECEIPT,2016-09-21 00:00:00.000,10
3212,2953852,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
3213,2953837,PAYMENT RECEIPT,2016-11-02 00:00:00.000,6
3214,2953874,PAYMENT RECEIPT,2016-11-15 00:00:00.000,8
3215,2953840,PAYMENT RECEIPT,2016-11-02 00:00:00.000,20
3216,2953843,PAYMENT RECEIPT,2016-11-02 00:00:00.000,20
3217,2953846,PAYMENT RECEIPT,2016-11-02 00:00:00.000,6
3218,2956502,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
3219,2953858,PAYMENT RECEIPT,2016-11-15 00:00:00.000,36
322,2960185,PAYMENT RECEIPT,2016-12-15 00:00:00.000,6
3220,2953859,PAYMENT RECEIPT,2016-11-15 00:00:00.000,10
3221,2953860,PAYMENT RECEIPT,2016-11-15 00:00:00.000,10
3222,2953861,PAYMENT RECEIPT,2016-11-15 00:00:00.000,6
3223,2953881,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
3224,2953884,PAYMENT RECEIPT,2016-11-23 00:00:00.000,20
3225,2953885,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
3226,2953899,PAYMENT RECEIPT,2016-12-01 00:00:00.000,5
3227,2956503,PAYMENT RECEIPT,2016-12-16 00:00:00.000,5
3228,2956514,PAYMENT RECEIPT,2016-12-22 00:00:00.000,10
3229,2956517,PAYMENT RECEIPT,2016-12-22 00:00:00.000,10
323,2951599,PAYMENT RECEIPT,2016-11-02 00:00:00.000,30
3230,2956518,PAYMENT RECEIPT,2016-12-22 00:00:00.000,36
3231,2956527,PAYMENT RECEIPT,2016-12-28 00:00:00.000,6
3232,2954226,PAYMENT RECEIPT,2016-10-26 00:00:00.000,21
3232,2961052,PAYMENT RECEIPT,2016-12-16 00:00:00.000,21
3233,2954238,PAYMENT RECEIPT,2016-10-26 00:00:00.000,40
3234,2954278,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
3234,2955784,PAYMENT RECEIPT,2016-11-25 00:00:00.000,6
3234,2961079,PAYMENT RECEIPT,2016-12-21 00:00:00.000,7
3235,2954297,PAYMENT RECEIPT,2016-11-02 00:00:00.000,12
3236,2954300,PAYMENT RECEIPT,2016-11-02 00:00:00.000,20
3237,2955727,PAYMENT RECEIPT,2016-11-10 00:00:00.000,12
3237,2961072,PAYMENT RECEIPT,2016-12-21 00:00:00.000,12
3238,2955734,PAYMENT RECEIPT,2016-11-10 00:00:00.000,7
3239,2955749,PAYMENT RECEIPT,2016-11-16 00:00:00.000,14
3240,2955785,PAYMENT RECEIPT,2016-11-25 00:00:00.000,5
3241,2955792,PAYMENT RECEIPT,2016-11-25 00:00:00.000,10
3242,2955794,PAYMENT RECEIPT,2016-11-25 00:00:00.000,20
3243,2961015,PAYMENT RECEIPT,2016-12-10 00:00:00.000,10
3244,2961027,PAYMENT RECEIPT,2016-12-14 00:00:00.000,20
3245,2961055,PAYMENT RECEIPT,2016-12-16 00:00:00.000,20
3246,2961057,PAYMENT RECEIPT,2016-12-16 00:00:00.000,12
3247,2961070,PAYMENT RECEIPT,2016-12-21 00:00:00.000,18
3248,2961082,PAYMENT RECEIPT,2016-12-21 00:00:00.000,20
3249,326499,PAYMENT RECEIPT,2016-04-04 00:00:00.000,5
3250,320646,PAYMENT RECEIPT,2016-03-24 00:00:00.000,6
3252,2953180,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
3253,2953189,PAYMENT RECEIPT,2016-09-07 00:00:00.000,30
3255,2955521,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
3256,2955548,PAYMENT RECEIPT,2015-01-31 00:00:00.000,36
3257,2955550,PAYMENT RECEIPT,2016-11-23 00:00:00.000,130
3258,2955554,PAYMENT RECEIPT,2016-11-23 00:00:00.000,30
3259,2955558,PAYMENT RECEIPT,2016-11-23 00:00:00.000,90
326,2953707,PAYMENT RECEIPT,2016-10-06 00:00:00.000,10
326,2953771,PAYMENT RECEIPT,2016-10-27 00:00:00.000,10
326,2960142,PAYMENT RECEIPT,2016-11-18 00:00:00.000,10
326,2960179,PAYMENT RECEIPT,2016-12-01 00:00:00.000,10
326,2957118,PAYMENT RECEIPT,2016-12-23 00:00:00.000,10
3260,2955579,PAYMENT RECEIPT,2016-11-23 00:00:00.000,20
3261,2955580,PAYMENT RECEIPT,2016-11-23 00:00:00.000,6
3262,2955584,PAYMENT RECEIPT,2016-12-16 00:00:00.000,20
3263,2955588,PAYMENT RECEIPT,2016-12-16 00:00:00.000,18
3264,2955595,PAYMENT RECEIPT,2016-12-16 00:00:00.000,24
3265,2950479,PAYMENT RECEIPT,2016-03-31 00:00:00.000,10
3265,2950499,PAYMENT RECEIPT,2016-03-31 00:00:00.000,10
328,2953736,PAYMENT RECEIPT,2016-10-19 00:00:00.000,10
328,2953793,PAYMENT RECEIPT,2016-11-03 00:00:00.000,10
328,2960134,PAYMENT RECEIPT,2016-11-18 00:00:00.000,10
328,2960147,PAYMENT RECEIPT,2016-11-18 00:00:00.000,10
335,2951577,PAYMENT RECEIPT,2016-10-11 00:00:00.000,5
335,2955620,PAYMENT RECEIPT,2016-11-18 00:00:00.000,6
338,2951582,PAYMENT RECEIPT,2016-10-11 00:00:00.000,20
338,2951578,PAYMENT RECEIPT,2016-10-11 00:00:00.000,30
338,2955638,PAYMENT RECEIPT,2016-12-05 00:00:00.000,10
338,2955646,PAYMENT RECEIPT,2016-12-05 00:00:00.000,10
338,2955657,PAYMENT RECEIPT,2016-12-19 00:00:00.000,10
347,2960120,PAYMENT RECEIPT,2016-11-11 00:00:00.000,12
349,2951567,PAYMENT RECEIPT,2015-10-06 00:00:00.000,10
349,2955616,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
349,2955629,PAYMENT RECEIPT,2016-11-18 00:00:00.000,10
350,2953774,PAYMENT RECEIPT,2016-10-27 00:00:00.000,10
353,2953700,PAYMENT RECEIPT,2016-10-22 00:00:00.000,10
353,2961062,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
358,2954248,PAYMENT RECEIPT,2016-10-26 00:00:00.000,10
359,2955773,PAYMENT RECEIPT,2016-11-19 00:00:00.000,10
360,2955729,PAYMENT RECEIPT,2016-11-10 00:00:00.000,20
366,2961099,PAYMENT RECEIPT,2016-12-22 00:00:00.000,8
367,2955715,PAYMENT RECEIPT,2016-11-09 00:00:00.000,10
370,2953842,PAYMENT RECEIPT,2016-11-02 00:00:00.000,22
383,2961028,PAYMENT RECEIPT,2016-12-14 00:00:00.000,15
404,2953877,PAYMENT RECEIPT,2016-11-25 00:00:00.000,20
407,2960109,PAYMENT RECEIPT,2016-11-11 00:00:00.000,10
411,2953867,PAYMENT RECEIPT,2016-11-15 00:00:00.000,6
411,2956504,PAYMENT RECEIPT,2016-12-16 00:00:00.000,6
454,2951596,PAYMENT RECEIPT,2016-10-21 00:00:00.000,10
460,2951562,PAYMENT RECEIPT,2015-10-06 00:00:00.000,10
467,2951584,PAYMENT RECEIPT,2016-10-11 00:00:00.000,30
467,2951588,PAYMENT RECEIPT,2016-10-21 00:00:00.000,60
467,2955609,PAYMENT RECEIPT,2016-11-02 00:00:00.000,15
473,2953732,PAYMENT RECEIPT,2016-10-06 00:00:00.000,10
473,2953776,PAYMENT RECEIPT,2016-10-27 00:00:00.000,10
473,2953795,PAYMENT RECEIPT,2016-11-03 00:00:00.000,10
473,2953797,PAYMENT RECEIPT,2016-11-03 00:00:00.000,32
473,2960132,PAYMENT RECEIPT,2016-11-18 00:00:00.000,10
473,2960176,PAYMENT RECEIPT,2016-12-01 00:00:00.000,10
478,2955653,PAYMENT RECEIPT,2016-12-19 00:00:00.000,20
481,2951574,PAYMENT RECEIPT,2016-10-17 00:00:00.000,36
485,2951570,PAYMENT RECEIPT,2015-10-06 00:00:00.000,10
486,2955618,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
486,2955631,PAYMENT RECEIPT,2016-11-29 00:00:00.000,6
493,2951583,PAYMENT RECEIPT,2016-10-11 00:00:00.000,10
493,2955650,PAYMENT RECEIPT,2016-12-19 00:00:00.000,10
495,2951566,PAYMENT RECEIPT,2015-10-06 00:00:00.000,6
495,2951590,PAYMENT RECEIPT,2016-10-21 00:00:00.000,6
496,2955602,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
497,2955643,PAYMENT RECEIPT,2016-12-05 00:00:00.000,6
498,2955614,PAYMENT RECEIPT,2016-11-02 00:00:00.000,12
498,2955644,PAYMENT RECEIPT,2016-12-05 00:00:00.000,4
501,2960197,PAYMENT RECEIPT,2016-12-15 00:00:00.000,15
501,2957105,PAYMENT RECEIPT,2016-12-23 00:00:00.000,10
503,2953728,PAYMENT RECEIPT,2016-10-06 00:00:00.000,6
503,2960110,PAYMENT RECEIPT,2016-11-11 00:00:00.000,10
503,2960140,PAYMENT RECEIPT,2016-11-18 00:00:00.000,6
503,2960188,PAYMENT RECEIPT,2016-12-15 00:00:00.000,6
503,2960192,PAYMENT RECEIPT,2016-12-15 00:00:00.000,6
504,2953772,PAYMENT RECEIPT,2016-10-27 00:00:00.000,20
509,2953828,PAYMENT RECEIPT,2016-09-21 00:00:00.000,10
510,2953888,PAYMENT RECEIPT,2016-11-23 00:00:00.000,5
513,2953704,PAYMENT RECEIPT,2015-01-24 00:00:00.000,10
513,2953715,PAYMENT RECEIPT,2016-10-06 00:00:00.000,30
513,2960105,PAYMENT RECEIPT,2016-11-11 00:00:00.000,40
516,2953839,PAYMENT RECEIPT,2016-11-15 00:00:00.000,10
516,2953862,PAYMENT RECEIPT,2016-11-15 00:00:00.000,10
519,2953756,PAYMENT RECEIPT,2016-10-21 00:00:00.000,50
525,2953853,PAYMENT RECEIPT,2016-11-02 00:00:00.000,20
525,2953900,PAYMENT RECEIPT,2016-12-01 00:00:00.000,20
525,2956511,PAYMENT RECEIPT,2016-12-21 00:00:00.000,20
526,2960145,PAYMENT RECEIPT,2016-11-18 00:00:00.000,10
526,2960148,PAYMENT RECEIPT,2016-11-18 00:00:00.000,10
526,2957131,PAYMENT RECEIPT,2016-12-30 00:00:00.000,10
532,2956509,PAYMENT RECEIPT,2016-12-21 00:00:00.000,9
533,2953753,PAYMENT RECEIPT,2016-10-21 00:00:00.000,10
533,2960135,PAYMENT RECEIPT,2016-11-18 00:00:00.000,10
533,2960161,PAYMENT RECEIPT,2016-11-18 00:00:00.000,50
534,2960194,PAYMENT RECEIPT,2016-12-15 00:00:00.000,30
535,2953854,PAYMENT RECEIPT,2016-11-02 00:00:00.000,40
535,2956513,PAYMENT RECEIPT,2016-12-21 00:00:00.000,40
539,2953717,PAYMENT RECEIPT,2016-10-06 00:00:00.000,20
540,2953729,PAYMENT RECEIPT,2016-10-06 00:00:00.000,6
540,2953749,PAYMENT RECEIPT,2016-10-21 00:00:00.000,6
541,2953731,PAYMENT RECEIPT,2016-10-06 00:00:00.000,21
541,2953791,PAYMENT RECEIPT,2016-11-03 00:00:00.000,14
541,2960108,PAYMENT RECEIPT,2016-11-11 00:00:00.000,6
545,2953785,PAYMENT RECEIPT,2016-11-03 00:00:00.000,6
545,2957111,PAYMENT RECEIPT,2016-12-23 00:00:00.000,12
547,2953826,PAYMENT RECEIPT,2016-12-21 00:00:00.000,5
547,2956510,PAYMENT RECEIPT,2016-12-21 00:00:00.000,5
551,2960166,PAYMENT RECEIPT,2016-12-01 00:00:00.000,10
551,2960199,PAYMENT RECEIPT,2016-12-15 00:00:00.000,12
552,2956512,PAYMENT RECEIPT,2016-12-21 00:00:00.000,60
556,2955605,PAYMENT RECEIPT,2016-11-02 00:00:00.000,30
557,2953897,PAYMENT RECEIPT,2016-12-01 00:00:00.000,5
558,2953752,PAYMENT RECEIPT,2016-10-21 00:00:00.000,10
569,2956505,PAYMENT RECEIPT,2016-12-19 00:00:00.000,9
580,2953835,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
580,2953850,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
580,2953893,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
580,2956522,PAYMENT RECEIPT,2016-12-22 00:00:00.000,10
584,2953869,PAYMENT RECEIPT,2016-11-15 00:00:00.000,20
591,2957127,PAYMENT RECEIPT,2016-12-30 00:00:00.000,5
596,2953891,PAYMENT RECEIPT,2016-11-23 00:00:00.000,40
603,2953895,PAYMENT RECEIPT,2016-12-01 00:00:00.000,40
604,2956507,PAYMENT RECEIPT,2016-12-19 00:00:00.000,10
605,2960195,PAYMENT RECEIPT,2016-12-15 00:00:00.000,30
606,2953787,PAYMENT RECEIPT,2016-11-03 00:00:00.000,6
606,2960122,PAYMENT RECEIPT,2016-11-18 00:00:00.000,12
608,2953886,PAYMENT RECEIPT,2016-11-23 00:00:00.000,18
613,2953841,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
613,2953880,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
613,2953890,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
613,2953892,PAYMENT RECEIPT,2016-11-23 00:00:00.000,20
613,2953876,PAYMENT RECEIPT,2016-11-25 00:00:00.000,10
613,2953878,PAYMENT RECEIPT,2016-11-25 00:00:00.000,10
615,2953844,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
615,2953864,PAYMENT RECEIPT,2016-11-15 00:00:00.000,5
616,2953868,PAYMENT RECEIPT,2016-11-15 00:00:00.000,20
616,2956529,PAYMENT RECEIPT,2016-12-28 00:00:00.000,20
618,2956521,PAYMENT RECEIPT,2016-12-22 00:00:00.000,5
618,2956523,PAYMENT RECEIPT,2016-12-22 00:00:00.000,10
621,2953769,PAYMENT RECEIPT,2016-10-27 00:00:00.000,10
621,2953784,PAYMENT RECEIPT,2016-11-03 00:00:00.000,10
621,2960151,PAYMENT RECEIPT,2016-11-18 00:00:00.000,20
621,2957141,PAYMENT RECEIPT,2016-12-30 00:00:00.000,10
623,2954270,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
623,2961059,PAYMENT RECEIPT,2016-12-16 00:00:00.000,6
625,2953863,PAYMENT RECEIPT,2016-11-15 00:00:00.000,90
627,2953719,PAYMENT RECEIPT,2016-10-06 00:00:00.000,10
627,2960154,PAYMENT RECEIPT,2016-11-18 00:00:00.000,10
628,2957110,PAYMENT RECEIPT,2016-12-23 00:00:00.000,10
629,2953856,PAYMENT RECEIPT,2016-11-02 00:00:00.000,4
629,2953855,PAYMENT RECEIPT,2016-11-02 00:00:00.000,20
631,2954213,PAYMENT RECEIPT,2016-10-22 00:00:00.000,14
